unix,Low,High,Open,Close,Volume,Date,vol_fiat
1603411200,40.78,43.5,41.38,42.51,9483.39374343,2020-10-23,403139.0680332093
1603324800,40.67,42.92,40.67,41.5,20494.84655404,2020-10-22,850536.13199266
1603238400,36.3,41.9,36.3,40.46,27495.08952611,2020-10-21,1112451.3222264107
1603152000,35.96,37.35,37.03,36.23,6951.67352956,2020-10-20,251859.1319759588
1603065600,36.27,37.29,36.87,37.03,2729.01010451,2020-10-19,101055.2441700053
1602979200,36.47,37.15,36.49,36.88,2724.45677512,2020-10-18,100477.96586642561
1602892800,35.96,36.95,36.67,36.33,3699.67386984,2020-10-17,134409.1516912872
1602806400,35.46,38.69,38.34,36.79,17826.94377383,2020-10-16,655853.2614392057
1602720000,37.93,38.71,38.26,38.26,4153.62089763,2020-10-15,158917.53554332381
1602633600,37.91,39.48,38.55,38.24,3389.86954966,2020-10-14,129628.6115789984
1602547200,37.66,38.78,38.74,38.53,2870.67202245,2020-10-13,110606.9930249985
1602460800,37.93,39.4,38.7,38.77,7124.68837709,2020-10-12,276224.1683797793
1602374400,37.39,39.23,37.54,38.76,4279.29403686,2020-10-11,165865.4368686936
1602288000,36.65,38.57,36.65,37.53,6739.04844242,2020-10-10,252916.4880440226
1602201600,36.05,37.08,36.21,36.72,2767.44853266,2020-10-09,101620.7101192752
1602115200,35.28,36.74,36.0,36.23,4731.1401965,2020-10-08,171409.20931919498
1602028800,35.09,36.34,35.6,36.08,10146.29841987,2020-10-07,366078.44698890956
1601942400,35.18,37.3,35.73,35.66,15689.79775145,2020-10-06,559498.187816707
1601856000,35.21,36.41,36.24,35.84,6994.15114769,2020-10-05,250670.3771332096
1601769600,35.11,36.4,35.27,36.23,4990.47043833,2020-10-04,180804.7439806959
1601683200,34.68,35.65,34.74,35.28,3106.54146914,2020-10-03,109598.78303125921
1601596800,33.61,36.44,35.76,34.75,17749.04814843,2020-10-02,616779.4231579425
1601510400,35.32,37.63,35.91,35.86,28964.68017689,2020-10-01,1038673.4311432753
1601424000,35.4,36.22,35.52,35.96,6554.2846314,2020-09-30,235692.075345144
1601337600,35.03,35.62,35.17,35.53,6600.49731195,2020-09-29,234515.6694935835
1601251200,34.97,36.9,36.15,35.08,17694.35241086,2020-09-28,620717.8825729687
1601164800,35.09,36.55,36.32,36.23,6101.0490855,2020-09-27,221041.00836766497
1601078400,35.61,36.64,36.19,36.24,2614.59049427,2020-09-26,94752.7595123448
1600992000,34.5,36.53,35.28,36.18,7004.57679921,2020-09-25,253425.5885954178
1600905600,33.55,35.64,33.72,35.26,4515.98815516,2020-09-24,159233.74235094158
1600819200,33.26,35.42,35.08,33.75,8489.12084696,2020-09-23,286507.8285849
1600732800,33.49,35.26,33.5,35.04,10271.16517328,2020-09-22,359901.62767173117
1600646400,32.71,36.89,36.31,33.57,15228.75130991,2020-09-21,511229.1814736787
1600560000,35.64,37.72,37.5,36.38,6914.97157328,2020-09-20,251566.6658359264
1600473600,37.2,38.2,37.58,37.49,2804.63252021,2020-09-19,105145.67318267291
1600387200,36.87,37.82,37.75,37.62,3675.85904547,2020-09-18,138285.81729058138
1600300800,36.91,38.38,36.91,37.75,8760.64339819,2020-09-17,330714.2882816725
1600214400,36.49,37.61,37.34,36.88,11819.55454971,2020-09-16,435905.1717933048
1600128000,37.42,39.26,38.24,37.54,10276.26442264,2020-09-15,385770.96642590564
1600041600,36.91,38.67,37.62,38.33,13532.50544181,2020-09-14,518700.9335845773
1599955200,37.05,39.97,39.83,37.67,17851.55646902,2020-09-13,672468.1321879835
1599868800,37.95,40.16,38.35,39.77,5259.59733862,2020-09-12,209174.18615691742
1599782400,37.15,38.7,38.2,38.39,13041.34438001,2020-09-11,500657.2107485839
1599696000,37.07,38.39,37.19,38.25,14750.89986454,2020-09-10,564221.919818655
1599609600,36.02,37.73,36.51,36.92,7524.85619994,2020-09-09,277817.6909017848
1599523200,35.6,37.53,37.2,36.57,10340.58995048,2020-09-08,378155.3744890536
1599436800,34.49,37.4,36.33,37.15,15119.67956215,2020-09-07,561696.0957338725
1599350400,35.0,37.19,35.89,36.33,15175.04308457,2020-09-06,551309.315262428
1599264000,34.34,39.7,38.42,36.04,15908.98426111,2020-09-05,573359.7927704044
1599177600,35.58,39.95,36.12,38.42,25935.66070105,2020-09-04,996448.0841343411
1599091200,35.0,44.8,43.53,39.26,16576.98648363,2020-09-03,650812.4893473138
1599004800,42.77,47.22,47.12,43.64,12396.43815797,2020-09-02,540980.5612138108
1598918400,45.0,48.16,45.72,47.19,13372.67334581,2020-09-01,631056.4551887739
1598832000,45.44,47.83,47.2,45.72,9266.6274604,2020-08-31,423670.20748948795
1598745600,42.89,47.15,42.89,47.15,9086.71645457,2020-08-30,428438.6808329755
1598659200,42.85,43.98,43.07,42.93,5114.54741504,2020-08-29,219567.5205276672
1598572800,42.12,43.87,42.7,43.16,7129.34613849,2020-08-28,307702.5793372284
1598486400,41.13,44.71,44.23,42.57,8543.86246573,2020-08-27,363712.22516612615
1598400000,43.55,45.13,44.37,44.16,4314.9094649,2020-08-26,190546.40196998397
1598313600,43.25,47.61,47.6,44.41,9013.56203939,2020-08-25,400292.2901693099
1598227200,45.97,48.32,46.07,47.6,7133.52001469,2020-08-24,339555.552699244
1598140800,44.53,47.34,46.2,46.44,6073.50082795,2020-08-23,282053.378449998
1598054400,44.31,46.28,45.28,46.18,11547.44857075,2020-08-22,533261.1749972351
1597968000,45.07,48.33,47.61,45.26,15434.74833502,2020-08-21,698576.7096430052
1597881600,46.76,48.79,47.56,47.63,15421.68933314,2020-08-20,734535.0629374583
1597795200,45.11,50.38,49.7,47.52,26700.06408861,2020-08-19,1268787.0454907473
1597708800,48.13,52.38,51.47,49.5,16699.71221379,2020-08-18,826635.754582605
1597622400,47.14,52.7,48.92,51.45,34587.81464109,2020-08-17,1779543.0632840807
1597536000,44.53,49.6,45.81,48.83,20902.19555497,2020-08-16,1020654.2089491851
1597449600,43.51,46.65,43.82,45.91,16395.59129146,2020-08-15,752721.5961909286
1597363200,42.81,44.36,43.86,43.71,10755.97586701,2020-08-14,470143.70514700713
1597276800,39.76,43.96,41.86,43.91,22141.51494567,2020-08-13,972233.9212643695
1597190400,39.91,42.96,41.54,41.87,13024.89680656,2020-08-12,545352.4292906672
1597104000,40.22,45.59,44.8,41.55,32554.88744216,2020-08-11,1352655.573221748
1597017600,43.5,45.45,44.07,44.71,12549.66207306,2020-08-10,561095.3912865126
